OBJECTID,FIPS Code,Primary RUCA Code 2010,Secondary RUCA Code 2010,Tract Population 2010,Land Area sqmi 2010,Population Density sqmi 2010,SD,SPA,CSA,Shape__Area,Shape__Length
3367,06037189202,1,1,2718,0.4,6815.2,District 5,SPA 4 - Metro,Los Angeles - Los Feliz,11117958,17404.7215087868
3368,06037190802,1,1,2784,0.2,14813.2,District 3,SPA 4 - Metro,Los Angeles - Hollywood,5239312.15332031,9249.7000171503
3369,06037191301,1,1,2327,0.1,22033.4,District 1,SPA 4 - Metro,Los Angeles - East Hollywood,2944230.53222656,8542.86419282967
3370,06037191302,1,1,2422,0.2,14847.8,District 1,SPA 4 - Metro,Los Angeles - East Hollywood,4547444.33789063,9355.99836923277
3371,06037191901,1,1,3355,0.3,11238.8,District 3,SPA 4 - Metro,Los Angeles - Melrose,8322029.15332031,11883.4390507353
3372,06037124902,1,1,2766,0.1,21158.3,District 5,SPA 2 - San Fernando,Los Angeles - Valley Village,3644289.50585938,8062.46972703722
3373,06037621204,1,1,3230,0.5,7147.7,District 2,SPA 8 - South Bay,City of Redondo Beach,23363794.1523438,20021.7014624104
3374,06037481605,1,1,3387,0.3,11459.5,District 1,SPA 3 - San Gabriel,City of Alhambra,8233583.31445313,14015.8624377976
3375,06037481606,1,1,4871,0.3,14634.3,District 1,SPA 3 - San Gabriel,City of Alhambra,9279014.62695313,14834.3034275397
3376,06037533703,1,1,4236,0.3,14162.4,District 4,SPA 7 - East,City of Maywood,8303442.29296875,13443.1116809379
3377,06037500404,1,1,4795,0.5,10411.6,District 4,SPA 7 - East,City of Pico Rivera,12839823.375,14657.2854244621
3378,06037501001,1,1,3248,0.3,10875.9,District 4,SPA 7 - East,Unincorporated - West Whittier/Los Nietos,9567583.74121094,12856.6891008172
3379,06037501002,1,1,4861,0.6,8559.4,District 4,SPA 7 - East,Unincorporated - West Whittier/Los Nietos,15832733.2304688,16645.8117804755
3380,06037300301,1,1,6140,2.4,2585.2,District 5,SPA 2 - San Fernando,City of Glendale,66330176.1269531,41869.5305820369
3381,06037301205,1,1,2209,0.3,7398.5,District 5,SPA 2 - San Fernando,City of Glendale,8323250.83300781,12800.2386417229
3382,06037134905,1,1,2819,1,2822.6,District 3,SPA 2 - San Fernando,Los Angeles - Woodland Hills,27841675.5253906,22067.9921877086
3383,06037543306,1,1,7214,1.7,4244.8,District 2,SPA 8 - South Bay,City of Carson,48435170.8652344,41964.6689268256
3384,06037576301,1,1,4176,0.2,19717.6,District 4,SPA 8 - South Bay,City of Long Beach,5905100.44238281,9753.97301107271
3385,06037576903,1,1,3802,0.1,30326.4,District 4,SPA 8 - South Bay,City of Long Beach,3495520.22851563,7937.92527939337
3386,06037104704,1,1,4219,0.6,6572.1,District 3,SPA 2 - San Fernando,Los Angeles - Pacoima,17895265.8740234,16971.9994770933
3387,06037577504,1,1,1448,0.1,9695.3,District 4,SPA 8 - South Bay,City of Long Beach,45295681.2080078,31557.4890520201
3388,06037572500,1,1,3365,0.2,14704.3,District 4,SPA 8 - South Bay,City of Long Beach,6380483.73925781,10650.1261222441
3389,06037901010,1,1,5913,1,5773.4,District 5,SPA 1 - Antelope Valley,City of Lancaster,28579437.2949219,21414.6350370662
3390,06037900609,1,1,5243,1,5108.4,District 5,SPA 1 - Antelope Valley,City of Lancaster,28215848.0546875,26560.128315032
3391,06037901009,1,1,5318,1,5189.3,District 5,SPA 1 - Antelope Valley,City of Lancaster,28565284.6015625,21393.3090638072
3392,06037194401,1,1,2461,0.2,13685.1,District 3,SPA 4 - Metro,Los Angeles - Melrose,5013242.0078125,9747.51861095723
3393,06037211703,1,1,4750,0.1,66821.5,District 2,SPA 4 - Metro,Los Angeles - Wilshire Center,1981693.3828125,5697.2057542124
3394,06037106405,1,1,3966,0.5,8778.2,District 3,SPA 2 - San Fernando,Los Angeles - Sylmar,12611159.796875,14491.7519698648
3395,06037901011,1,1,5069,1,4918.7,District 5,SPA 1 - Antelope Valley,City of Lancaster,28755361.7939453,21431.502640545
3396,06037800328,1,1,2640,3.8,697.7,District 3,SPA 2 - San Fernando,Unincorporated - Santa Monica Mountains,105603455.222656,40714.595351911
3397,06037194402,1,1,3335,0.2,14660.7,District 3,SPA 4 - Metro,Los Angeles - Melrose,6341581.22949219,14496.2933898002
3398,06037265202,1,1,3611,0.2,16256,District 3,SPA 5 - West,Los Angeles - Westwood,6192571.09667969,11549.0177106218
3399,06037195201,1,1,2834,0.2,12216.6,District 1,SPA 4 - Metro,Los Angeles - Silverlake,6466990.20800781,13793.8573232493
3400,06037106407,1,1,2933,0.1,32725.3,District 3,SPA 2 - San Fernando,Los Angeles - Sylmar,2498435.38378906,6355.67193349336
3401,06037990100,99,99,0,0,,,,,1859770733.99414,250492.179792852
3402,06037990300,99,99,0,0,,District 4,SPA 8 - South Bay,City of Long Beach,1588518158.41602,293635.119218977
3403,06037192002,1,1,2735,0.3,8252.8,District 3,SPA 4 - Metro,Los Angeles - Melrose,9238710.08007813,12815.3562768161
3404,06037208710,1,1,4309,0.1,65501,District 1,SPA 4 - Metro,Los Angeles - Westlake,1833916.09082031,5648.95244867168
3405,06037195202,1,1,3185,0.3,9395.5,District 1,SPA 4 - Metro,Los Angeles - Silverlake,9450213.39453125,14520.0909924589
3406,06037195804,1,1,2643,0.1,20381.8,District 1,SPA 4 - Metro,Los Angeles - Temple-Beaudry,3615043.81640625,7708.36000700584
3407,06037195901,1,1,2235,0.1,19900.4,District 1,SPA 4 - Metro,Los Angeles - Silverlake,3130914.42675781,8190.01586346303
3408,06037195902,1,1,1905,0.1,14880.4,District 1,SPA 4 - Metro,Los Angeles - Silverlake,3742492.61132813,8216.51584901215
3409,06037195903,1,1,2216,0.1,24106.7,District 1,SPA 4 - Metro,Los Angeles - Silverlake,2562656.234375,6738.80492772739
3410,06037201601,1,1,2288,0.2,10965.5,District 1,SPA 4 - Metro,Los Angeles - El Sereno,5816821.74609375,11118.8418936602
3411,06037201602,1,1,2840,0.4,6901.7,District 1,SPA 4 - Metro,Los Angeles - El Sereno,11471575.9355469,18959.1186356298
3412,06037543321,1,1,5418,1.9,2875,District 2,SPA 8 - South Bay,City of Carson,52541114.8994141,29987.3723661891
3413,06037141101,1,1,4066,0.3,14293.4,District 3,SPA 2 - San Fernando,Los Angeles - Sherman Oaks,8170710.47851563,11728.9072151566
3414,06037190202,1,1,3044,0.1,37299,District 3,SPA 4 - Metro,Los Angeles - Hollywood,2275158.77050781,6643.15470367504
3415,06037226700,1,1,6170,0.3,20416.1,District 2,SPA 6 - South,Los Angeles - Central,8425204.41796875,12152.9510793982
3416,06037207103,1,1,2077,0.1,16596.4,District 1,SPA 4 - Metro,Los Angeles - Chinatown,3488830.09082031,9634.34535093254
3417,06037211704,1,1,3016,0.1,42236.4,District 2,SPA 4 - Metro,Los Angeles - Wilshire Center,1990706.12011719,5747.49838334667
3418,06037262704,1,1,3567,0.8,4745.5,District 3,SPA 5 - West,Los Angeles - Pacific Palisades,26641624.0458984,27170.1303167316
3419,06037620305,1,1,6227,0.5,12743.5,District 2,SPA 8 - South Bay,City of Manhattan Beach,27349289.0498047,23678.6405961295
3420,06037621004,1,1,4762,0.3,14071.8,District 2,SPA 8 - South Bay,City of Hermosa Beach,9434828.89941406,15799.8641558704
3421,06037570204,1,1,4130,0.2,19516.2,District 4,SPA 8 - South Bay,City of Long Beach,5900050.96875,9857.7643201685
3422,06037621324,1,1,3842,0.2,15557.4,District 2,SPA 8 - South Bay,City of Redondo Beach,14816494.2695313,17426.8686498413
3423,06037212701,1,1,2430,0.2,13401.7,District 2,SPA 4 - Metro,Los Angeles - Country Club Park,5054873.23242188,10686.7572868584
3424,06037621326,1,1,3260,0.3,11470.8,District 2,SPA 8 - South Bay,City of Redondo Beach,18104402.5048828,17698.5653469218
3425,06037650004,1,1,4005,0.3,13759.2,District 4,SPA 8 - South Bay,City of Torrance,8221333.00195313,11731.6665171505
3426,06037570602,1,1,6356,0.4,15791,District 4,SPA 8 - South Bay,City of Long Beach,11222281.2128906,14467.3016332185
3427,06037570603,1,1,4435,0.3,15633.9,District 4,SPA 8 - South Bay,City of Long Beach,7909037.44238281,12506.6566945362
3428,06037121101,1,1,2932,0.2,16079.5,District 5,SPA 2 - San Fernando,Los Angeles - Sun Valley,5082880.94042969,10732.4573616308
3429,06037500403,1,1,4023,0.8,5058.6,District 4,SPA 7 - East,City of Pico Rivera,24186338.1162109,29537.6277280819
3430,06037570402,1,1,3496,0.6,6337.4,District 4,SPA 8 - South Bay,City of Long Beach,16460417.1025391,20927.2977140781
3431,06037570501,1,1,7419,0.6,12931.3,District 4,SPA 8 - South Bay,City of Long Beach,15995647.2460938,16831.1748492196
3432,06037575201,1,1,4667,0.2,21333.5,District 4,SPA 8 - South Bay,City of Long Beach,6099517.30175781,10557.1250418049
3433,06037570701,1,1,6569,0.7,9616.4,District 4,SPA 7 - East,City of Lakewood,19149170.8164063,21080.575549835
3434,06037503104,1,1,2719,0.2,13007.8,District 4,SPA 7 - East,Unincorporated - South Whittier,5885569.51953125,10936.7166159575
3435,06037552302,1,1,3648,0.4,9836.5,District 4,SPA 7 - East,City of Norwalk,10350115.0849609,15066.883272569
3436,06037571704,1,1,4107,0.2,22087.6,District 4,SPA 8 - South Bay,City of Long Beach,5184206.99902344,11196.166999461
3437,06037920044,2,2,2686,0.4,7153.6,District 5,SPA 2 - San Fernando,City of Santa Clarita,10764345.8857422,15038.9458081629
3438,06037920336,2,2,7027,0.6,10984.6,District 5,SPA 2 - San Fernando,City of Santa Clarita,17974153.1269531,21897.9680718934
3439,06037990200,99,99,0,0,,,,,2233307847.625,311757.015313552
3440,06037571101,1,1,4574,0.5,8949.4,District 4,SPA 7 - East,City of Lakewood,14249746.3642578,15900.5871461265
3441,06037570800,1,1,5540,0.9,5977.2,District 4,SPA 7 - East,City of Lakewood,25763533.0537109,20479.074706607
3442,06037570901,1,1,5647,0.7,8055.6,District 4,SPA 7 - East,City of Lakewood,19544560.5234375,18513.6941941054
3443,06037570902,1,1,3616,0.4,8870.4,District 4,SPA 7 - East,City of Lakewood,11365545.6669922,14170.0210840909
3444,06037571000,1,1,5747,0.7,8500.8,District 4,SPA 7 - East,City of Lakewood,18849110.9892578,17798.4561927378
3445,06037273402,1,1,3172,0.2,13192,District 3,SPA 5 - West,Los Angeles - Venice,10869450.3115234,13804.9973260032
3446,06037670411,1,1,4427,1.1,3975.1,District 4,SPA 8 - South Bay,City of Rancho Palos Verdes,31056562.5429688,28947.4253118989
3447,06037262706,1,1,3563,0.9,4005.4,District 3,SPA 5 - West,Los Angeles - Pacific Palisades,30454573.3837891,23707.3042134753
3448,06037192620,1,1,3868,0.1,41131.9,District 3,SPA 4 - Metro,Los Angeles - Melrose,2621589.80859375,7268.93645380648
3449,06037980006,99,99,0,1.1,0,District 4,SPA 8 - South Bay,City of Long Beach,36054564.109375,38171.519769372
3450,06037701304,1,1,6374,0.8,7942.7,District 3,SPA 5 - West,City of Santa Monica,25014903.9550781,23459.5618974569
3451,06037113101,1,1,3558,0.9,4073.4,District 3,SPA 2 - San Fernando,Los Angeles - Chatsworth,24410142.1201172,21415.0656618697
3452,06037121221,1,1,2365,0.2,12197.4,District 3,SPA 2 - San Fernando,Los Angeles - Sun Valley,5427461.15039063,11054.1635780522
3453,06037101122,1,1,3664,1,3589.1,District 5,SPA 2 - San Fernando,Los Angeles - Tujunga,28457743.5732422,31671.4558435368
3454,06037104703,1,1,2397,0.5,5306.9,District 3,SPA 2 - San Fernando,Los Angeles - Pacoima,12577588.828125,15347.0598005926
3455,06037404504,1,1,5266,0.3,20286.9,District 1,SPA 3 - San Gabriel,City of Azusa,7236324.20898438,10783.2752596862
3456,06037109603,1,1,4252,0.4,11024.9,District 3,SPA 2 - San Fernando,Los Angeles - Mission Hills,10751035.2080078,13424.2842018636
3457,06037109604,1,1,2975,0.5,6558.3,District 3,SPA 2 - San Fernando,Los Angeles - Mission Hills,12645174.2480469,14357.4695878526
3458,06037120103,1,1,3287,0.1,61472.2,District 3,SPA 2 - San Fernando,Los Angeles - Panorama City,1490376.19042969,5636.21120401707
3459,06037104403,1,1,3282,0.3,12199.7,District 3,SPA 2 - San Fernando,Los Angeles - Pacoima,7459610.76269531,16071.53340497
3460,06037108201,1,1,5551,1.1,5125.3,District 3,SPA 2 - San Fernando,Los Angeles - Porter Ranch,30190954.7880859,30444.1677382471
3461,06037501804,1,1,2131,0.2,10368.3,District 4,SPA 7 - East,City of Whittier,5729971.03613281,11153.9292921403
3462,06037502003,1,1,2693,0.2,10836.5,District 4,SPA 7 - East,City of Whittier,6927747.36328125,10675.606372181
3463,06037533002,1,1,2822,0.2,15051.1,District 2,SPA 7 - East,Unincorporated - Florence-Firestone,5223286.26367188,9263.7125908804
3464,06037502004,1,1,4359,0.5,8461.9,District 4,SPA 7 - East,City of Whittier,14369469.3671875,17665.5440881839
3465,06037502005,1,1,4251,0.4,10427.2,District 4,SPA 7 - East,Unincorporated - South Whittier,11365971.7822266,16335.3838255205
3466,06037404201,1,1,3711,0.4,10362.4,District 1,SPA 3 - San Gabriel,City of Azusa,9983439.77148438,13490.394470963
3467,06037404202,1,1,3366,0.2,13502.1,District 1,SPA 3 - San Gabriel,Unincorporated - Azusa,6949663.36816406,10597.0413242573
3468,06037536103,1,1,5516,0.5,12103.9,District 4,SPA 7 - East,City of South Gate,12705298.9082031,16304.5106169042
3469,06037405301,1,1,3349,0.3,10440.2,District 1,SPA 3 - San Gabriel,City of West Covina,8942596.25488281,19226.9971612603
3470,06037405302,1,1,5351,0.7,7712.2,District 1,SPA 3 - San Gabriel,City of West Covina,19342400.1699219,21926.6065654081
3471,06037117101,1,1,4796,0.3,16094,District 3,SPA 2 - San Fernando,Los Angeles - North Hills,8389682.49023438,11700.7286074943
3472,06037700102,1,1,4061,0.2,21422.7,District 3,SPA 4 - Metro,City of West Hollywood,5284605.4609375,13568.1878851156
3473,06037302503,1,1,4330,0.1,34334.8,District 5,SPA 2 - San Fernando,City of Glendale,3515609.49804688,9965.9398099377
3474,06037920118,2,2,6117,1.1,5353.3,District 5,SPA 2 - San Fernando,Unincorporated - Castaic,31919469.9619141,31155.7694636551
3475,06037402406,1,1,4776,0.5,10591,District 1,SPA 3 - San Gabriel,City of Pomona,12567423.0009766,14369.785082223
3476,06037119002,1,1,7210,0.6,11132.2,District 3,SPA 2 - San Fernando,Los Angeles - Arleta,18310461.3603516,21605.0426578908
3477,06037503105,1,1,3634,0.4,8577.3,District 4,SPA 7 - East,Unincorporated - South Whittier,11954723.4394531,16794.7668332826
3478,06037408004,1,1,2246,0.2,10199.9,District 1,SPA 3 - San Gabriel,City of West Covina,6655891.83691406,11899.6441567766
3479,06037408006,1,1,3863,1.3,3010.9,District 1,SPA 3 - San Gabriel,City of West Covina,35771302.8828125,25486.506250561
3480,06037113102,1,1,2828,1.4,2002.9,District 3,SPA 2 - San Fernando,Los Angeles - Chatsworth,39509528.9140625,24896.2428659104
3481,06037115404,1,1,2913,0.4,7970.3,District 3,SPA 2 - San Fernando,Los Angeles - Northridge,10260487.4951172,13012.0745657112
3482,06037117202,1,1,2471,0.7,3524.6,District 3,SPA 2 - San Fernando,Los Angeles - North Hills,19522776.1621094,18091.2822220003
3483,06037274202,1,1,4337,0.4,11858.6,District 2,SPA 5 - West,Los Angeles - Marina Peninsula,23825053.3769531,22022.1158771767
3484,06037119001,1,1,4038,0.4,10353.9,District 3,SPA 2 - San Fernando,Los Angeles - Arleta,11551196.3740234,13964.9842007957
3485,06037119202,1,1,4707,0.4,12720.2,District 3,SPA 2 - San Fernando,Los Angeles - Arleta,10437023.7607422,16864.124326676
3486,06037121801,1,1,3942,0.2,21021.2,District 3,SPA 2 - San Fernando,Los Angeles - North Hollywood,5227512.55566406,10560.213659301
3487,06037121802,1,1,3525,0.4,9606.9,District 3,SPA 2 - San Fernando,Los Angeles - North Hollywood,10232438.8945313,14912.8139010228
3488,06037123901,1,1,4500,0.5,9023.1,District 3,SPA 2 - San Fernando,Los Angeles - North Hollywood,13897463.0253906,15030.3545512012
3489,06037480304,1,1,4098,0.2,24307.9,District 1,SPA 3 - San Gabriel,City of Alhambra,4699816.16210938,8998.89584818316
3490,06037232400,1,1,6957,0.4,16189.9,District 2,SPA 6 - South,Los Angeles - West Vernon,11979836.3974609,13909.3676321426
3491,06037543400,1,1,4090,1.1,3621.7,District 2,SPA 8 - South Bay,City of Carson,33417513.5673828,27068.5772425849
3492,06037543501,1,1,6805,1,6621.7,District 2,SPA 8 - South Bay,City of Carson,28710611.2382813,34677.2918973775
3493,06037503103,1,1,5004,0.4,11937.2,District 4,SPA 7 - East,Unincorporated - South Whittier,11725025.1357422,15490.8244609037
3494,06037503106,1,1,3795,0.4,10627.3,District 4,SPA 7 - East,Unincorporated - South Whittier,9955838.66992188,14526.7859938405
3495,06037301801,1,1,4079,0.3,14830.3,District 5,SPA 2 - San Fernando,City of Glendale,7784905.63476563,11140.3397682707
3496,06037301802,1,1,3578,0.2,19345.4,District 5,SPA 2 - San Fernando,City of Glendale,5155942.63964844,9450.60301344317
3497,06037302004,1,1,4214,0.1,32119.5,District 5,SPA 2 - San Fernando,City of Glendale,3657396.93554688,7716.80353622791
3498,06037302401,1,1,5944,0.5,11227.8,District 5,SPA 2 - San Fernando,City of Glendale,14758166.2080078,18000.6796436558
3499,06037302504,1,1,4234,0.1,29073.1,District 5,SPA 2 - San Fernando,City of Glendale,4059815.08886719,11451.9579913916
3500,06037121222,1,1,5293,0.5,10237.5,District 3,SPA 2 - San Fernando,Los Angeles - Sun Valley,14367773.7353516,18211.0704318064
3501,06037124103,1,1,2030,0.1,16229.9,District 3,SPA 2 - San Fernando,Los Angeles - North Hollywood,3486761.99609375,7921.97772907455
3502,06037124105,1,1,2658,0.1,21212.7,District 5,SPA 2 - San Fernando,Los Angeles - North Hollywood,3493008.78125,7929.03878264633
3503,06037135114,1,1,4445,0.5,9102.2,District 3,SPA 2 - San Fernando,Los Angeles - Canoga Park,13669264.9736328,18199.5880053194
3504,06037137103,1,1,4199,0.3,14312.6,District 3,SPA 2 - San Fernando,Los Angeles - Woodland Hills,8177038.07617188,11777.6605056842
3505,06037408136,1,1,3849,0.4,9875.8,District 1,SPA 3 - San Gabriel,City of West Covina,10865368.1474609,17027.7455055468
3506,06037603004,1,1,1512,0.1,17360.5,District 2,SPA 8 - South Bay,City of Gardena,2428204.72753906,8219.20217243536
3507,06037571300,1,1,4414,0.8,5591.9,District 4,SPA 7 - East,City of Lakewood,22571645.7734375,19074.684741178
3508,06037219902,1,1,4113,0.3,13346.6,District 2,SPA 6 - South,Los Angeles - Alsace,8619894.37207031,13295.7665299572
3509,06037571400,1,1,4770,0.8,5746.1,District 4,SPA 7 - East,City of Lakewood,23399659.5615234,31832.9137471402
3510,06037571502,1,1,4661,0.5,8782.5,District 4,SPA 8 - South Bay,City of Long Beach,14822500.3046875,16163.2407355889
3511,06037571900,1,1,5509,0.8,7336,District 4,SPA 8 - South Bay,City of Long Beach,20831828.7324219,23761.211102004
3512,06037571701,1,1,6352,0.7,9623,District 4,SPA 8 - South Bay,City of Long Beach,20445117.7734375,24509.068925597
3513,06037221304,1,1,3319,0.1,37826.8,District 2,SPA 4 - Metro,Los Angeles - Harvard Heights,2446087.83984375,6306.61158930469
3514,06037430902,1,1,4652,0.5,10250.3,District 5,SPA 3 - San Gabriel,City of Monrovia,12709141.6484375,17067.304321105
3515,06037571800,1,1,3190,1,3153.8,District 4,SPA 8 - South Bay,City of Long Beach,30257269.6464844,26473.9597037391
3516,06037408138,1,1,5936,0.3,17356.6,District 1,SPA 3 - San Gabriel,Unincorporated - San Jose Hills,9534493.21875,15884.5041843424
3517,06037408630,1,1,2319,0.3,8852.8,District 1,SPA 3 - San Gabriel,Unincorporated - Hacienda Heights,7383718.37792969,12744.6577377388
3518,06037408723,1,1,2825,0.3,9110,District 1,SPA 3 - San Gabriel,Unincorporated - Rowland Heights,8645228.01269531,15853.27205995
3519,06037221401,1,1,3359,0.2,16042,District 2,SPA 6 - South,Los Angeles - West Adams,5837353.24804688,9623.44372464543
3520,06037408724,1,1,5362,0.2,26026.7,District 1,SPA 3 - San Gabriel,Unincorporated - Rowland Heights,5743580.13476563,10137.2742437582
3521,06037271801,1,1,3635,0.2,19500.5,District 3,SPA 5 - West,Los Angeles - Palms,5165916.65722656,9610.55195120519
3522,06037572001,1,1,5278,0.6,9479.8,District 4,SPA 8 - South Bay,City of Long Beach,15523108.7802734,16808.4733877625
3523,06037670001,1,1,3311,0.4,9126.7,District 4,SPA 8 - South Bay,City of Lomita,10114919.1738281,16579.6634649701
3524,06037670002,1,1,4001,0.3,11953.1,District 4,SPA 8 - South Bay,City of Lomita,9332663.19628906,12745.5454988581
3525,06037127805,1,1,3768,0.2,15881.4,District 3,SPA 2 - San Fernando,Los Angeles - Van Nuys,6613950.74804688,13204.8267153926
3526,06037670003,1,1,5788,0.6,10037.9,District 4,SPA 8 - South Bay,City of Lomita,16087116.2460938,18504.3329571519
3527,06037670100,1,1,6659,0.6,11890.5,District 4,SPA 8 - South Bay,City of Lomita,15622817.4404297,25098.1073011795
3528,06037542104,1,1,3524,0.2,14907.2,District 2,SPA 6 - South,Unincorporated - East Rancho Dominguez,6250238.47167969,11055.9105154895
3529,06037433102,1,1,5085,0.3,20002.9,District 1,SPA 3 - San Gabriel,City of El Monte,7105812.36035156,12445.681017286
3530,06037221810,1,1,2773,0.1,23599,District 2,SPA 6 - South,Los Angeles - University Park,3275832.7421875,7474.75466563932
3531,06037910812,2,2,464,12.8,36.2,District 5,SPA 1 - Antelope Valley,Unincorporated - South Antelope Valley,357244228.264648,91983.903067604
3532,06037206032,1,1,5275,0.4,14246.5,District 1,SPA 4 - Metro,Los Angeles - Wholesale District,10582127.9902344,13670.4893641972
3533,06037208401,1,1,3770,0.1,42512.4,District 1,SPA 4 - Metro,Los Angeles - Temple-Beaudry,2472155.84375,6288.16537224412
3534,06037310201,1,1,5466,0.4,12868.4,District 5,SPA 2 - San Fernando,City of Burbank,11840846.5849609,13982.6082185635
3535,06037310202,1,1,4985,0.4,14110.4,District 5,SPA 2 - San Fernando,City of Burbank,9750645.40136719,13451.4201030203
3536,06037533803,1,1,6309,0.3,20864.2,District 4,SPA 7 - East,City of Bell,8430172.76464844,15410.7754034727
3537,06037533901,1,1,6065,0.3,20591,District 4,SPA 7 - East,City of Bell Gardens,8211697.55371094,15693.996166818
3538,06037216402,1,1,2615,0.1,29518.5,District 3,SPA 5 - West,Los Angeles - South Carthay,2469654.55664063,6401.20201262417
3539,06037132002,1,1,3299,0.6,5339.5,District 3,SPA 2 - San Fernando,Los Angeles - Lake Balboa,17223434.6816406,21045.8260386477
3540,06037310602,1,1,2655,0.3,7717.9,District 5,SPA 2 - San Fernando,City of Burbank,9589648.89257813,13922.9628733969
3541,06037320201,1,1,3756,0.4,10592.6,District 3,SPA 2 - San Fernando,City of San Fernando,9884427.63671875,16450.8617812683
3542,06037122122,1,1,2439,0.4,6211,District 3,SPA 2 - San Fernando,Los Angeles - Sun Valley,11114805.4892578,15332.0169647182
3543,06037320202,1,1,5797,0.6,9296.1,District 3,SPA 2 - San Fernando,City of San Fernando,17383124.6171875,18518.4284999996
3544,06037572900,1,1,5250,0.3,19487.6,District 4,SPA 8 - South Bay,City of Long Beach,8312402.45703125,11929.1055940646
3545,06037120105,1,1,2812,0.2,13220.6,District 3,SPA 2 - San Fernando,Los Angeles - Panorama City,5929585.8046875,15758.5905298589
3546,06037139401,1,1,2645,0.4,7550.8,District 3,SPA 2 - San Fernando,Los Angeles - Tarzana,9765085.11132813,12733.7083298454
3547,06037543905,1,1,4510,1.1,4260.8,District 2,SPA 8 - South Bay,City of Carson,29538912.1308594,24257.6247075059
3548,06037544001,1,1,4791,0.9,5495.7,District 2,SPA 8 - South Bay,City of Carson,20154355.9248047,19626.4444892688
3549,06037221402,1,1,2715,0.2,13210,District 2,SPA 6 - South,Los Angeles - West Adams,5729749.37695313,12853.6922662291
3550,06037544002,1,1,3142,0.4,7114.7,District 4,SPA 8 - South Bay,City of Long Beach,17239463.8134766,20246.8351619281
3551,06037550201,1,1,2941,0.2,13331.9,District 4,SPA 7 - East,City of Norwalk,5741757.33398438,11905.5306456981
3552,06037533902,1,1,4051,0.3,13784.4,District 4,SPA 7 - East,City of Bell Gardens,8193148.63378906,14501.947495856
3553,06037552001,1,1,4105,0.3,13243.7,District 4,SPA 7 - East,City of Norwalk,8641585.17382813,12380.4876642672
3554,06037534001,1,1,5613,0.3,18521.2,District 4,SPA 7 - East,City of Bell Gardens,8449049.55761719,13447.0746875795
3555,06037212102,1,1,2446,0.1,45690.1,District 2,SPA 4 - Metro,Los Angeles - Little Bangladesh,1492445.90527344,4902.63256239038
3556,06037550202,1,1,5496,0.5,11254.5,District 4,SPA 7 - East,City of Norwalk,13564231.578125,16690.6728443471
3557,06037550601,1,1,5639,0.5,12460.7,District 4,SPA 7 - East,City of Downey,12616436.7333984,14580.3410259427
3558,06037550602,1,1,4211,0.6,7384.3,District 4,SPA 7 - East,City of Downey,15898558.6455078,16653.9514464984
3559,06037572700,1,1,5499,0.4,14209.5,District 4,SPA 8 - South Bay,City of Long Beach,11565994.703125,14017.5144784052
3560,06037550901,1,1,3762,0.4,8655.5,District 4,SPA 7 - East,City of Downey,12117455.5019531,15191.9632141566
3561,06037980022,1,1,4,2.1,1.9,District 3,SPA 2 - San Fernando,Los Angeles - Granada Hills,67565815.7558594,40615.4264437937
3562,06037980024,1,1,186,3.1,60.2,District 3,SPA 2 - San Fernando,Los Angeles - Encino,89196152.3066406,46246.8949482619
3563,06037212702,1,1,3635,0.3,10690.9,District 2,SPA 4 - Metro,Los Angeles - Country Club Park,9478767.00195313,13476.0379389143
3564,06037269905,1,1,2423,0.1,26364.8,District 3,SPA 5 - West,Los Angeles - Palms,2562120.99804688,8317.56997258175
3565,06037543603,1,1,3690,0.6,6466.3,District 2,SPA 8 - South Bay,Unincorporated - West Carson,15912602.6640625,17543.1375838761
3566,06037543601,1,1,3910,0.3,15584.5,District 2,SPA 8 - South Bay,City of Carson,6995154.33984375,10907.78165667
3567,06037214501,1,1,2932,0.3,10093.6,District 2,SPA 4 - Metro,Los Angeles - Park La Brea,8098023.90136719,14036.4753085648
3568,06037216401,1,1,4189,0.2,26463.9,District 3,SPA 5 - West,Los Angeles - South Carthay,4429446.70996094,8621.8164178332
3569,06037218701,1,1,2430,0.2,11445,District 2,SPA 6 - South,Los Angeles - Wellington Square,5919128.62988281,10687.1148969658
3570,06037183104,1,1,2065,0.3,7996.9,District 1,SPA 4 - Metro,Los Angeles - Highland Park,7177217.01464844,16087.0880877278
3571,06037543602,1,1,7762,0.6,12364.4,District 2,SPA 8 - South Bay,Unincorporated - West Carson,17507970.6601563,17246.9974503865
3572,06037552002,1,1,3721,0.3,13644.2,District 4,SPA 7 - East,City of Norwalk,7606499.41601563,11571.5340971109
3573,06037543604,1,1,5620,1,5590.5,District 2,SPA 8 - South Bay,City of Carson,28282342.1220703,22591.5260859576
3574,06037543703,1,1,3472,0.4,8847.4,District 2,SPA 8 - South Bay,City of Carson,11159713.9521484,13580.8695635915
3575,06037551501,1,1,4869,0.6,8711.1,District 4,SPA 7 - East,City of Downey,15794858.9511719,18254.3149760389
3576,06037543801,1,1,5263,0.8,6309.5,District 2,SPA 8 - South Bay,City of Carson,23724216.9208984,22472.5947152572
3577,06037186301,1,1,2999,0.4,6684.1,District 1,SPA 4 - Metro,Los Angeles - Glassell Park,12489573.2734375,17919.0033679495
3578,06037131400,1,1,5897,0.4,13795.1,District 3,SPA 2 - San Fernando,Los Angeles - Reseda,11916305.2919922,14307.2213231139
